brand_id,brand_name,country_of_origin,year_of_foundation,headquarters_country,parent_company,employees,age_prenatal,age_0_5,age_6_12,age_teens,age_young_adults,age_seniors,demographics_income_level,income_low,income_middle,income_high,income_premium,income_snap_support,demographics_geographic_reach,demographics_gender,demographics_lifestyle,lifestyle_family,lifestyle_youth,lifestyle_seniors,lifestyle_health_focused,lifestyle_convenience,lifestyle_tech_savvy,lifestyle_sustainability_conscious,online_sales,has_franchises,has_drive_through,owns_fleet,electric_vehicles_percent,fossil_fuel_reliance,esg_programs,sustainability_actions,target_population,main_partnerships,branding_innovation_level,supply_chain_localization,product_portfolio_diversity,revenue_billion_usd,customer_loyalty_index,r_and_d_spend_percent_revenue,women_board_percent,ceo_tenure_years,market_cap_billion_usd,major_sustainability_award_last5y,references_and_links
343110,5th Avenue,United States,1936,United States,Hershey Company [finance:The Hershey Company] (public - NYSE: HSY),80,0,1,1,1,1,0,"All income levels, candy consumers",1,1,1,0,1,"United States (national), some international",All genders,"Candy enthusiasts, peanut butter lovers, convenience seekers",1,1,1,0,1,0,0,1,0,0,0,0,Minimal; candy brand,Limited; Hershey sustainability focus,Cocoa sustainability programs (Hershey),"Candy lovers, all ages, all income levels","Hershey Company (parent), retailers, vending",1,50,1,0.12,68,0.7,28,2,0,0,https://www.snackhistory.com/5th-avenue-bar/
341650,7-Eleven,United States,1927,United States/Japan (Tokyo Electric Trading Co. parent),"7&I Holdings Co., Ltd. [finance:Seven & i Holdings Co., Ltd.] (Tokyo Stock Exchange: 3382)",63000,0,1,1,1,1,1,All income levels,1,1,1,0,1,"Global (80+ countries, 13,000+ stores)",All genders,"Convenience-focused, on-the-go consumers, commuters",1,1,1,0,1,1,0,1,1,0,1,2,Moderate; 24/7 retail operations,"Community engagement, sustainability initiatives","Energy efficiency in stores, packaging reduction","All demographics, convenience seekers, commuters","Franchisees (70%+), suppliers, financial partners",2,60,4,61.2,78,1,30,3,28,0,https://www.7-eleven.com
343631,7UP,United States,1929,United States,Keurig Dr Pepper [finance:Keurig Dr Pepper Inc.] (NASDAQ: KDP),120,0,1,1,1,1,1,All income levels,1,1,1,0,1,United States (national),All genders,"Soft drink consumers, convenience-focused",1,1,1,0,1,0,0,1,0,0,0,0,Minimal; beverage brand,Limited,Packaging optimization,"Soft drink consumers, all ages","Keurig Dr Pepper (parent), retailers",1,50,2,0.6,70,0.8,30,2,0,0,https://www.sevenup.com
344340,7-Up,United States,1929,United States,Keurig Dr Pepper [finance:Keurig Dr Pepper Inc.] (public - NASDAQ: KDP),120,0,1,1,1,1,1,All income levels,1,1,1,0,1,"United States (national), international",All genders,"Soft drink consumers, convenience seekers",1,1,1,0,1,0,0,1,0,0,0,0,Minimal; beverage brand,Limited; Dr Pepper sustainability,Packaging optimization,"Soft drink consumers, all ages","Keurig Dr Pepper (parent), retailers, vending",1,50,2,0.6,70,0.8,30,2,0,0,https://www.sevenup.com
343358,9 Lives,United States,1959,United States,Big Heart Pet Brands (now Nestlé Purina PetCare),100,0,0,0,0,0,0,"All income levels, pet owners",1,1,1,0,1,United States (national),N/A - pet food brand,N/A - cat owners,0,0,0,0,0,0,0,1,0,0,0,0,Minimal; pet food brand,Limited; Nestlé Purina sustainability,Packaging optimization,"Cat owners, pet lovers","Nestlé Purina PetCare (parent), retailers, pet stores",1,50,2,0.08,72,0.6,25,2,0,0,https://www.9livescat.com
341657,99 Ranch,United States,1984,United States,Private Asian grocery chain,3500,0,1,1,1,1,1,All income levels,1,1,1,0,1,"U.S. West Coast, Western states, expanding","All genders, families","Asian food enthusiasts, families, multicultural",1,1,1,0,1,1,0,1,0,0,1,1,Moderate; regional grocery chain,"Community engagement, local sourcing",Local supplier partnerships,"Asian families, Asian food enthusiasts, multicultural communities","Local and Asian suppliers, regional distributors",1,70,5,1.2,80,0.5,35,5,0,0,https://www.99ranch.com
342483,99 Schnapps,United States,1980,United States,Private,200,0,1,1,1,1,1,All income levels,1,1,1,0,1,National,All genders,99 Schnapps consumers,1,1,1,0,1,0,0,1,0,0,0,1,Moderate,Limited,Minimal,99 Schnapps shoppers,Retailers,1,60,2,0.2,70,1,25,2,0,0,N/A
344961,A New Day,United States,2018,United States,Target [finance:Target Corporation] (public - NYSE: TGT) - private label,50,0,0,0,0,1,0,"All income levels, Target customers",1,1,1,0,0,United States (Target stores),All genders,"Budget-conscious, fashion-focused, young professionals",1,1,0,0,1,1,0,1,0,0,0,0,Minimal; apparel brand,Target sustainability initiatives,Eco-friendly materials (limited),"Budget-conscious shoppers, young professionals, families",Target (parent),2,30,3,0.25,70,0.8,50,1,0,0,https://www.target.com
341901,A Pinch or a Pound,United States,2012,United States,Private specialty food company,15,0,0,0,0,0,0,B2B food ingredients/spices,0,0,0,0,0,U.S. food service and retail,N/A - B2B,N/A - B2B,0,0,0,0,0,0,0,0,0,0,0,0,Minimal; specialty ingredients,Limited,Minimal,"Food manufacturers, restaurants, foodservice","Food manufacturers, foodservice distributors",1,50,2,0.01,60,0.5,30,2,0,0,Limited public information
341714,A&M,United States,1995,United States,Private retailer/distributor,80,0,0,0,0,0,0,B2B distribution,0,0,0,0,0,Regional U.S.,N/A - B2B,N/A - B2B,0,0,0,0,0,0,0,0,0,0,1,1,Moderate; regional distribution,Limited,Minimal,"Regional retailers, distributors","Regional retailers, suppliers",0,70,2,0.03,55,0.1,15,3,0,0,Limited public information
343632,A&W,United States,1919,United States,Restaurant Brands International [finance:Restaurant Brands International Inc.] (public - TSX: QSR),1200,0,1,1,1,1,0,"All income levels, quick service",1,1,1,0,1,"United States, Canada (primarily), international presence","All genders, families","Families, quick-service seekers, casual dining",1,1,1,0,1,1,0,1,1,1,0,0,Moderate; restaurant operations,Restaurant Brands sustainability,"Packaging optimization, supplier standards","Families, casual diners, quick-service customers","Restaurant Brands (parent), franchisees, suppliers",1,60,2,0.85,70,0.5,30,2,0,0,https://www.awrestaurants.com; https://en.wikipedia.org/wiki/A%26W_Restaurants
343693,A.1.,United Kingdom,1824,United Kingdom,Berkshire Hathaway [finance:Berkshire Hathaway Inc.] via Heinz (owned by 3G Capital/Berkshire),60,0,0,1,1,1,1,All income levels,1,1,1,0,1,"United States, United Kingdom, international",All genders,"Steak lovers, grilling enthusiasts, sauce consumers",1,0,1,0,1,0,0,1,0,0,0,0,Minimal; sauce/condiment brand,Limited; Heinz/Berkshire sustainability,Packaging optimization,"All consumers, steak/meat lovers, grill enthusiasts","Heinz (Berkshire Hathaway parent), retailers",0,50,1,0.35,75,0.5,25,2,0,0,https://www.a1.co.uk
341658,AAK Foodservice,Sweden,2005,Sweden,AAK AB [finance:AAK AB (publ.)] (public - Nasdaq Stockholm),4100,0,0,0,0,0,0,B2B model,0,0,0,0,0,"Global (Sweden, Europe, Americas, Asia)",N/A - B2B,N/A - B2B foodservice,0,0,0,0,0,1,0,0,0,0,1,2,Moderate; global supply chain,Production efficiency focus,Supply chain optimization,"Food manufacturers, chocolate, dairy, bakery sectors","Food manufacturers, global distributors",1,50,6,4.9,85,1.5,28,5,2.8,0,https://www.aak.com
342333,Abbey Well,United Kingdom,1910,United Kingdom,Coca-Cola [finance:The Coca-Cola Company] (owns via Waters & Robson acquisition 2008),150,0,1,1,1,1,1,"All income levels, water consumers",1,1,1,0,1,"United Kingdom, premium water positioning",All genders,"Health-conscious, premium water seekers",1,1,1,1,1,0,0,1,0,0,1,1,Low; beverage distribution,Coca-Cola sustainability programs,Water source management,UK premium water consumers,"Coca-Cola (parent), UK retailers",1,80,1,0.08,72,0.5,25,3,0,0,https://www.thegrocer.co.uk/coca-cola-swallows-abbey-well
344435,Abbotsford Farms,Canada,1985,Canada,Private Canadian meat processor,180,0,1,1,1,1,1,"All income levels, meat consumers",1,1,1,0,1,Canada (British Columbia regional),"All genders, families","Families, meat consumers, regional",1,1,1,0,1,0,0,0,0,0,1,1,High; meat processing,Limited,Minimal,Canadian regional families,"Canadian retailers, distributors",0,90,2,0.05,65,0.2,15,4,0,0,Limited public information
343694,ABC,Switzerland,1948,Switzerland,"Mondelez International [finance:Mondelez International, Inc.] (public - NASDAQ: MDLZ)",120,0,1,1,1,1,0,"All income levels, candy consumers",1,1,1,0,1,"Switzerland, Europe (regional)",All genders,"Candy enthusiasts, convenience seekers",1,1,0,0,1,0,0,1,0,0,0,0,Minimal; candy brand,Mondelez sustainability,Packaging optimization,European candy consumers,"Mondelez (parent), European retailers",1,65,2,0.12,68,0.6,25,2,0,0,Limited public information
343416,Aberdeen,United Kingdom,1990,United Kingdom,Dovecote Park (private UK beef producer),95,0,0,0,0,0,0,B2B beef/foodservice,0,0,0,0,0,UK foodservice and retail,N/A - B2B,N/A - B2B,0,0,0,0,0,0,0,0,0,0,1,1,High; beef distribution,Limited; traditional beef,Minimal,"UK restaurants, foodservice, retailers","UK foodservice operators, Waitrose",0,85,1,0.08,75,0.2,15,3,0,0,https://www.dovecotepark.com/aberdeen-angus
343751,Abound,United States,2015,United States,Kroger [finance:The Kroger Co.] (public - NYSE: KR) - private label,75,0,1,1,1,0,1,"All income levels, pet owners",1,1,1,0,1,United States (Kroger stores),N/A - pet owners,"Pet lovers, families",1,0,1,0,1,0,0,1,0,0,0,0,Minimal; pet food,Premium pet nutrition focus,Quality ingredient sourcing,"Pet owners (dogs, cats), Kroger customers","Kroger (parent), pet retailers",1,50,2,0.12,72,0.8,40,2,0,0,https://www.petfoodprocessing.net/articles/18234-kroger-expands-premium-pet-food-line
342734,Abu Bint Rice,Saudi Arabia,1965,Saudi Arabia,American Rice (private - Saudi market leader),280,0,0,0,0,0,0,B2B/Consumer rice staple,1,1,1,0,1,"Middle East (Saudi Arabia primary - 70% market share), North Africa",N/A - staple commodity,N/A - rice staple,0,0,0,0,0,0,0,0,0,0,1,1,High; agricultural commodity,Limited,Minimal,"Middle Eastern families, rice consumers","Middle Eastern retailers, distributors",0,90,3,0.35,85,0.2,10,5,0,0,https://www.abubintrice.com/en/
341902,Abuela's Autentico,United States,2010,United States,Del Real Foods (CMI - Corporación Multi Inversiones owned),120,0,1,1,1,1,1,"All income levels, Hispanic families",1,1,1,0,1,"United States, Hispanic communities strong","All genders, families","Families, Hispanic food seekers, authentic cuisine lovers",1,1,1,1,1,1,0,1,0,0,1,1,Moderate; food production,Heritage/cultural authenticity focus,Local sourcing emphasis,"Hispanic families, authentic food seekers","Del Real Foods (parent), retailers, foodservice",2,75,3,0.15,78,1,35,3,0,0,https://www.prnewswire.com/news-releases/del-real-foods-debuts-first-integrated-campaign
343998,AC Golden,United States,1995,United States,Private brewery,45,0,0,0,1,1,0,"All income levels, beer consumers",1,1,1,0,0,Regional U.S. (craft beer distribution),"Both genders, slight male preference","Craft beer enthusiasts, casual drinkers",0,1,0,0,1,1,0,1,0,0,0,0,Minimal; craft brewing,Limited,Local sourcing,Regional craft beer enthusiasts,"Regional distributors, craft bars",1,70,1,0.02,70,1.5,20,2,0,0,Limited public information
341995,Acceleron,United States,2005,United States,Bayer [finance:Bayer AG] (pharma/agriculture division),200,0,0,0,0,0,0,B2B agricultural,0,0,0,0,0,U.S. agriculture sector,N/A - B2B,N/A - B2B,0,0,0,0,0,1,0,0,0,0,1,1,Moderate; agricultural products,Limited; agriculture focus,Minimal,"Farmers, agricultural distributors","Bayer (parent), farmers, agricultural companies",1,60,2,0.03,65,2,20,2,0,0,Limited public information
341921,Ac'cent,Netherlands,1965,Netherlands,Private seasoning company (Ajinomoto subsidiary or similar),60,0,0,0,0,0,0,B2B/Consumer seasoning,1,1,1,0,0,Europe (Dutch/European market),N/A - seasoning/spice,N/A - cooking seasoning,0,0,0,0,0,0,0,0,0,0,0,0,Minimal; seasoning,Limited,Minimal,"European cooks, food manufacturers","European retailers, food companies",0,75,1,0.04,60,0.3,20,2,0,0,Limited public information
342322,Ace,United States,1950,United States,ACE Hardware Corporation [finance:Ace Hardware Corporation] (public - ACHE over-the-counter),300,0,0,1,1,1,1,"All income levels, DIY/home improvement",1,1,1,0,1,"United States (4,500+ stores)","All genders, homeowners","DIY enthusiasts, homeowners, handypeople",1,1,1,0,1,1,0,1,1,0,1,2,Moderate; retail logistics,"Community engagement, sustainability",Energy efficiency in stores,"Homeowners, DIYers, contractors","ACE Hardware Corporation (parent), local franchisees",1,70,6,12.5,75,0.5,30,3,0.5,0,https://www.acehardware.com
344117,Acqua Panna,Italy,1564,Italy,Nestlé [finance:Nestlé S.A.] (public - SWX: NESN) - premium water,100,0,1,1,1,1,1,"All income levels, premium water seekers",1,1,1,1,0,"Global (premium positioning, Nestle distribution)",All genders,"Premium consumers, health-conscious, environmentally aware",1,1,1,1,1,0,1,1,0,0,1,1,Low; premium water,"Water sustainability, heritage conservation",Italian source protection,"Premium water consumers, upscale restaurants/hotels","Nestlé (parent), premium retailers, restaurants",1,85,1,0.25,82,0.3,30,2,0,0,https://www.acquapanna.com
343417,Acres Organic,United States,2008,United States,Private organic food company,50,0,1,1,1,1,0,"Middle to high-income, organic seekers",0,1,1,1,0,United States (specialty/natural retailers),"All genders, families, health-conscious","Health-conscious, organic seekers, sustainability-focused",1,1,0,1,0,1,1,1,0,0,0,0,Minimal; organic products,Organic certification and sustainability,Organic farming practices,Health-conscious organic consumers,"Organic retailers, natural food stores",2,70,3,0.08,80,1.5,45,2,0,1,Limited public information
342387,Act II,United States,1989,United States,"ConAgra Foods [finance:Conagra Brands, Inc.] (public - NYSE: CAG)",80,0,1,1,1,1,0,"All income levels, convenience snackers",1,1,1,0,1,United States (national),"All genders, movie/entertainment snackers","Convenience seekers, movie watchers, snack lovers",1,1,1,0,1,1,0,1,0,0,0,0,Minimal; popcorn snacks,ConAgra sustainability,Packaging optimization,"Snack consumers, movie enthusiasts, families","ConAgra (parent), retailers, convenience stores",1,50,2,0.18,72,0.8,30,2,0,0,https://www.actiipopcorn.com
341715,Activa,United States,2002,United States,Private yogurt starter brand,40,0,0,0,0,0,0,B2B yogurt production,0,0,0,0,0,U.S. yogurt manufacturers,N/A - B2B,N/A - B2B,0,0,0,0,0,0,0,0,0,0,0,0,Minimal; food ingredient,Limited,Minimal,"Yogurt manufacturers, food producers",Yogurt/dairy manufacturers,0,60,1,0.01,70,1,25,1,0,0,Limited public information
342608,Activia,France,1987,France,Groupe Danone [finance:Danone S.A.] (public - Euronext: DANOY),500,0,1,1,1,1,1,"All income levels, health-conscious focus",1,1,1,0,1,"Global (70+ countries, 5 continents)","All genders, health-focused","Health-conscious, digestive wellness seekers",1,1,1,1,1,0,0,1,0,0,1,2,Low; refrigerated yogurt distribution,Danone health/sustainability focus,"Probiotic health benefits, sustainable sourcing","Health-conscious yogurt consumers, digestive wellness seekers","Danone (parent), global retailers, pharmacies",2,55,3,2.2,85,2,35,3,0,0,https://en.wikipedia.org/wiki/Activia; https://www.activia.com
343011,ACX active,United States,2018,United States,Private/Startup carbon credit exchange,25,0,0,0,0,0,0,B2B ESG/climate tech,0,0,0,0,0,Global carbon markets,N/A - B2B,N/A - B2B,0,0,0,0,0,1,1,1,0,0,0,0,Minimal; digital platform,Core ESG business model,Carbon credit trading platform,"Corporations, environmental organizations, ESG investors","Financial institutions, environmental orgs",3,0,1,0.01,70,15,20,2,0,0,https://acx.net
341996,Adalat,Germany,1975,Germany,Bayer [finance:Bayer AG] (public - pharmaceutical),200,0,0,0,0,1,1,Healthcare consumers/patients,1,1,1,0,0,Global (pharmaceutical distribution),"All genders, hypertension patients","Healthcare-focused, seniors, hypertension patients",0,0,1,1,1,0,0,0,0,0,0,0,Minimal; pharmaceutical,Bayer healthcare access,Healthcare research,"Hypertension patients, healthcare consumers","Bayer (parent), pharmacies, healthcare providers",1,40,1,0.28,80,5,30,2,0,0,https://www.bayer.com
343359,Adams,Mexico,1917,Mexico,"Mondelez International [finance:Mondelez International, Inc.] (NASDAQ: MDLZ)",250,0,1,1,1,1,1,"All income levels, gum/candy consumers",1,1,1,0,1,"Mexico (dominant), Latin America, global",All genders,"Convenience seekers, candy lovers, all ages",1,1,1,0,1,0,0,1,0,0,1,1,Minimal; gum/candy,Mondelez sustainability,Packaging optimization,"Mexican consumers, Latin American markets, gum/candy lovers","Mondelez (parent), retailers, vending",1,80,2,0.35,78,0.8,30,2,0,0,https://www.adamschewing.com
343030,Adams Reserve,United States,2005,United States,Private wine/spirits brand,35,0,0,0,0,1,1,"Middle to high-income, wine consumers",0,1,1,1,0,United States (regional wine market),"Both genders, adults 21+","Wine enthusiasts, premium consumers, collectors",0,0,1,0,0,1,1,1,0,0,0,0,Minimal; wine production,Limited; wine producer,Vineyard sustainability,"Premium wine consumers, collectors, ages 35-65","Wine retailers, restaurants, sommelier networks",1,75,1,0.03,75,0.5,25,3,0,0,Limited public information
343418,Adaptable Meals,United States,2015,United States,Private meal delivery company,80,0,1,0,0,1,1,"Middle to high-income, convenience-focused",0,1,1,0,0,United States (meal delivery service),"All genders, busy professionals, seniors","Busy professionals, convenient meal seekers, seniors",1,1,1,1,1,1,0,1,0,0,1,3,Moderate; meal delivery logistics,Limited; meal service focus,Eco-friendly packaging,"Busy professionals, seniors, convenience meal seekers","Local suppliers, delivery networks",2,60,3,0.02,72,1,40,1,0,0,Limited public information
341997,Adempas,Germany,2013,Germany,Bayer [finance:Bayer AG] (pharmaceutical),120,0,0,0,0,0,1,Healthcare patients/consumers,1,1,1,0,0,Global (pharmaceutical distribution),"All genders, pulmonary disease patients","Healthcare-focused, chronic disease patients",0,0,1,1,1,0,0,0,0,0,0,0,Minimal; pharmaceutical,Bayer healthcare access,Patient care research,"Pulmonary disease patients, healthcare consumers","Bayer (parent), hospitals, pharmacies",2,50,1,0.15,85,8,35,1,0,0,https://www.bayer.com
341998,Adengo,Germany,2008,Germany,Bayer [finance:Bayer AG] (pharmaceutical),100,0,0,0,0,0,1,Healthcare patients,1,1,1,0,0,Global pharmaceutical distribution,"All genders, adenoidectomy patients",Healthcare-focused,0,1,0,1,1,0,0,0,0,0,0,0,Minimal; pharmaceutical,Bayer healthcare access,Minimal,"ENT patients, healthcare consumers","Bayer (parent), hospitals, pharmacies",1,50,1,0.08,80,6,30,1,0,0,https://www.bayer.com
342532,Adidas,Germany,1949,Germany,Adidas AG [finance:Adidas AG] (public - Frankfurt Stock Exchange: ADS),59000,0,1,1,1,1,0,"All income levels, primary: middle to high",1,1,1,1,0,Global (180+ countries),All genders,"Athletes, sports enthusiasts, fashion-conscious, active lifestyle",1,1,0,1,0,1,1,1,0,0,1,2,Moderate; global supply chain,"Strong sustainability focus, worker rights","Circular economy initiatives, renewable energy, worker standards","Athletes, sports enthusiasts, fashion-conscious consumers, ages 8-65","Athletes, sports organizations, retailers, brands",3,45,5,21.6,82,2.5,38,2,41,1,https://www.adidas.com; https://www.adidas-group.com
342735,Adolphus,United States,1985,United States,Private food/beverage company,45,0,1,1,0,0,0,"All income levels, families",1,1,0,0,1,U.S. regional (specialty food distributor),"All genders, families","Families, food enthusiasts",1,0,0,0,1,0,0,0,0,0,1,1,Moderate; food distribution,Limited,Minimal,"U.S. regional consumers, foodservice","Regional retailers, distributors",0,70,2,0.01,60,0.1,15,3,0,0,Limited public information
345234,Advanced Fresh Concepts,United States,1985,United States,Private food preparation company,600,0,0,0,0,0,0,B2B foodservice,0,0,0,0,0,U.S. foodservice sector,N/A - B2B,N/A - B2B,0,0,0,0,0,0,0,0,0,0,1,1,Moderate; foodservice distribution,Limited,Food waste reduction,"Foodservice operators, schools, hospitals","Foodservice chains, schools, institutions",1,60,2,0.35,70,0.5,30,2,0,0,Limited public information
345075,AdvancePierre,United States,1990,United States,"Tyson Foods [finance:Tyson Foods, Inc.] (public - NYSE: TSN) - acquired 2017",4500,0,0,0,1,1,0,B2B/Consumer foodservice,1,1,1,0,1,United States (national foodservice),N/A - foodservice,N/A - foodservice,0,0,0,0,0,0,0,0,0,0,1,1,Moderate; foodservice distribution,Tyson sustainability programs,Food efficiency initiatives,"Foodservice operators, schools, convenience stores","Tyson Foods (parent), foodservice chains, retailers",2,60,3,1.6,75,1,32,2,0,0,https://ir.tyson.com/news/news-details/2017/Tyson-Foods-Successfully-Completes-Acquisition-of-AdvancePierre
342807,Aerin Beauty,United States,2012,United States,Estée Lauder Companies [finance:The Estée Lauder Companies Inc.] (public - NYSE: EL),200,0,0,0,1,1,1,"Middle to high-income, beauty consumers",0,1,1,1,0,"United States, international luxury markets","All genders, primary: women","Premium beauty consumers, lifestyle brand seekers",0,1,1,1,0,1,1,1,0,0,0,0,Minimal; beauty brand,Estée Lauder sustainability focus,Natural ingredient sourcing,"Premium beauty consumers, lifestyle brand enthusiasts, ages 18-65","Estée Lauder (parent), luxury retailers, spas",2,50,4,0.25,82,3,50,2,0,0,https://www.aerin.com
344118,Aero,United Kingdom,1935,United Kingdom,Nestlé [finance:Nestlé S.A.] (public - SWX: NESN) - chocolate bar,100,0,1,1,1,1,0,"All income levels, chocolate consumers",1,1,1,0,1,"Global (Nestlé distribution, UK/Europe strong)",All genders,"Chocolate lovers, convenience seekers",1,1,1,0,1,0,0,1,0,0,0,0,Minimal; chocolate bar,"Nestlé sustainability, cocoa sourcing",Sustainable cocoa programs,"Chocolate lovers, all ages","Nestlé (parent), retailers, vending",1,50,1,0.38,80,0.6,30,1,0,0,https://www.aerochocolate.com
343930,Aeroplane,United Kingdom,1934,United Kingdom,Private UK confectionery brand,40,0,1,1,1,1,0,"All income levels, candy consumers",1,1,1,0,1,United Kingdom (regional candy brand),All genders,"Candy lovers, British sweets enthusiasts",1,1,1,0,1,0,0,1,0,0,0,0,Minimal; candy,Limited,Minimal,"British candy lovers, children/families","UK retailers, confectionery distributors",0,85,1,0.02,72,0.4,20,2,0,0,Limited public information
